Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,Previous Defaults,Marital Status Change,Risk Rating
33,Male,PhD,Widowed,54133.0,776.0,41119.0,Business,Employed,12,Good,0.5678859481008492,,2.0,1.0,0,Low
67,Non-binary,Master's,Widowed,58718.0,749.0,47750.0,Home,Self-employed,5,Poor,0.1339490132399131,281099.0,4.0,1.0,2,High
57,Female,High School,Widowed,32699.0,783.0,48124.0,Personal,Self-employed,10,Good,0.2155747961494667,112764.0,0.0,4.0,0,Low
69,Male,Bachelor's,Widowed,25704.0,642.0,24876.0,Personal,Employed,10,Good,0.3701903433986806,,2.0,3.0,1,Low
66,Non-binary,High School,Widowed,97712.0,733.0,,Auto,Employed,17,Excellent,0.290522122590607,52877.0,0.0,3.0,0,Low
67,Non-binary,PhD,Married,97192.0,790.0,,Business,Employed,9,Excellent,0.1413752571378007,209672.0,0.0,3.0,2,Low
61,Male,High School,Married,41509.0,637.0,28770.0,Home,Self-employed,19,Poor,0.2008856709296627,109655.0,3.0,2.0,0,Low
33,Male,Bachelor's,Divorced,,,19431.0,Business,Self-employed,8,Excellent,0.1754455558175729,97847.0,2.0,,0,High
33,Male,High School,Married,96639.0,750.0,,Personal,Unemployed,15,Good,0.4855857069330886,232003.0,,1.0,0,Low
40,Non-binary,Bachelor's,Widowed,56870.0,,10022.0,Personal,Unemployed,8,Fair,0.5184693277386646,138503.0,0.0,1.0,2,Low
43,Female,High School,Divorced,36531.0,603.0,42474.0,Business,Employed,17,Excellent,0.4068190201860434,233476.0,0.0,3.0,0,High
40,Female,High School,Divorced,103632.0,702.0,11227.0,Home,Employed,10,Good,0.1846015601629099,213262.0,2.0,4.0,1,Low
39,Male,PhD,Widowed,,658.0,48727.0,Personal,Self-employed,12,Excellent,0.308894319383724,80387.0,,1.0,2,Medium
33,Non-binary,PhD,Married,111641.0,606.0,35172.0,Personal,Unemployed,9,Fair,0.3112315671960041,178400.0,2.0,2.0,0,Low
62,Female,Bachelor's,Married,30349.0,,13656.0,Home,Unemployed,1,Good,0.5111232975246287,,0.0,0.0,2,Low
66,Male,PhD,Widowed,101266.0,681.0,,Home,Employed,15,Excellent,0.1771844666167247,,0.0,,0,Low
26,Female,Master's,Divorced,89110.0,710.0,18573.0,Personal,Self-employed,0,Good,0.3181954637401316,,3.0,0.0,1,Low
56,Non-binary,PhD,Single,21617.0,604.0,42676.0,Auto,Self-employed,6,Good,0.2389994567304984,111989.0,1.0,2.0,0,Low
33,Non-binary,High School,Widowed,,790.0,33492.0,Home,Unemployed,6,Fair,0.1748081749403678,257734.0,1.0,4.0,0,Medium
27,Female,Master's,Widowed,70254.0,651.0,8155.0,Auto,Employed,13,Excellent,0.5558879621901349,,0.0,2.0,1,Low
68,Female,Master's,Widowed,,,26384.0,Business,Unemployed,4,Good,0.1589322557932991,,1.0,1.0,2,Medium
32,Non-binary,Bachelor's,Single,,768.0,24673.0,Auto,Self-employed,17,Excellent,0.4340480910424312,,3.0,2.0,1,Low
43,Male,Bachelor's,Divorced,39693.0,614.0,33975.0,Business,Employed,3,Excellent,0.3745825983657853,134840.0,,1.0,0,Medium
18,Male,Master's,Widowed,111650.0,658.0,5131.0,Home,Self-employed,19,Excellent,0.3617566451885908,134730.0,3.0,3.0,1,Medium
46,Female,Bachelor's,Divorced,,763.0,48489.0,Home,Employed,18,Good,0.4945190365358556,38819.0,2.0,0.0,1,Medium
50,Non-binary,PhD,Widowed,62707.0,726.0,28892.0,Auto,Employed,7,Excellent,0.3731318877743865,194467.0,4.0,3.0,2,High
52,Non-binary,Bachelor's,Married,23212.0,614.0,30607.0,Business,Unemployed,18,Excellent,0.1354022879642951,213234.0,2.0,4.0,1,Low
63,Non-binary,PhD,Divorced,73866.0,657.0,31264.0,Personal,Self-employed,2,Excellent,0.5614848824216636,220251.0,3.0,1.0,2,High
28,Male,Bachelor's,Married,72158.0,693.0,8782.0,Home,Unemployed,3,Poor,0.5100491278968291,203087.0,2.0,4.0,2,Medium
38,Male,Bachelor's,Divorced,116554.0,707.0,13337.0,Personal,Employed,16,Fair,0.4916583991068264,268802.0,4.0,0.0,1,Low
59,Male,High School,Married,,,31263.0,Home,Unemployed,1,Excellent,0.4486611724417423,,2.0,,0,Medium
34,Male,Bachelor's,Single,,614.0,22762.0,Auto,Employed,5,Poor,0.588428722816757,287556.0,4.0,1.0,1,Low
58,Non-binary,Master's,Married,86905.0,777.0,,Business,Unemployed,5,Excellent,0.5073922209464639,97846.0,1.0,2.0,1,Low
45,Non-binary,Master's,Divorced,60285.0,673.0,44076.0,Home,Self-employed,16,Excellent,0.334261218362392,143483.0,1.0,,0,Low
29,Male,Bachelor's,Single,103577.0,775.0,,Personal,Unemployed,0,Fair,0.1722741451116262,144132.0,,2.0,0,Medium
49,Non-binary,High School,Divorced,32442.0,799.0,5139.0,Home,Self-employed,14,Excellent,0.3296627820923377,63555.0,4.0,1.0,2,Low
60,Female,High School,Widowed,,765.0,5343.0,Home,Self-employed,15,Good,0.3611959852724183,,2.0,,1,Low
39,Male,Master's,Married,,679.0,23349.0,Business,Self-employed,10,Good,0.3196664667011906,154524.0,,4.0,0,Low
42,Female,Master's,Divorced,36472.0,686.0,28819.0,Personal,Unemployed,5,Poor,0.2313190859455384,262825.0,4.0,3.0,1,Medium
55,Female,Bachelor's,Widowed,40954.0,674.0,25137.0,Auto,Self-employed,0,Good,0.5330385121825736,61215.0,0.0,,0,Low
38,Female,High School,Divorced,,,26673.0,Home,Unemployed,0,Fair,0.3434763246046226,103526.0,1.0,2.0,1,Medium
26,Male,PhD,Single,95400.0,658.0,9585.0,Auto,Employed,10,Excellent,0.4681523460196811,164685.0,3.0,,0,Low
41,Female,PhD,Single,113639.0,772.0,12361.0,Home,Self-employed,9,Excellent,0.4909020537533436,124622.0,3.0,2.0,0,Medium
22,Female,Bachelor's,Divorced,45028.0,647.0,25723.0,Personal,Self-employed,5,Poor,0.498961108018209,228645.0,0.0,2.0,0,Low
54,Female,Master's,Divorced,32842.0,631.0,10921.0,Home,Self-employed,8,Fair,0.5008432650483825,267154.0,3.0,1.0,1,High
47,Non-binary,High School,Single,,747.0,34661.0,Business,Self-employed,18,Poor,0.2745649644738168,264818.0,3.0,1.0,2,Low
61,Female,Bachelor's,Divorced,27784.0,715.0,,Home,Employed,19,Good,0.2011218899065964,35882.0,3.0,,1,Medium
25,Female,Master's,Widowed,35090.0,,29792.0,Auto,Employed,12,Good,0.4328058681092557,245765.0,0.0,,0,Low
62,Female,High School,Married,86794.0,784.0,,Auto,Employed,3,Excellent,0.1162166601699874,88075.0,4.0,,2,Low
37,Non-binary,High School,Widowed,87557.0,765.0,21613.0,Auto,Employed,6,Excellent,0.5740296743813637,164106.0,3.0,0.0,2,Medium
57,Female,Bachelor's,Widowed,118529.0,656.0,17463.0,Auto,Self-employed,15,Good,0.3469659423386277,226649.0,2.0,0.0,1,Low
62,Non-binary,PhD,Divorced,,,19838.0,Auto,Employed,15,Fair,0.2671647268919251,,2.0,4.0,2,Low
38,Non-binary,Master's,Married,58101.0,722.0,16140.0,Auto,Self-employed,7,Fair,0.5423235671828981,50782.0,4.0,0.0,2,Low
48,Female,Master's,Widowed,,777.0,,Auto,Unemployed,2,Excellent,0.3675260914575652,67400.0,4.0,0.0,1,High
18,Non-binary,PhD,Married,57832.0,684.0,48773.0,Personal,Employed,5,Fair,0.1587347931895717,66195.0,1.0,0.0,1,Low
50,Non-binary,Bachelor's,Single,114835.0,,,Home,Self-employed,16,Fair,0.3203261590358811,243750.0,,,1,Medium
62,Male,Bachelor's,Divorced,107298.0,621.0,7560.0,Home,Employed,15,Excellent,0.1972228383244111,138330.0,4.0,2.0,2,Low
62,Female,PhD,Divorced,61298.0,730.0,44136.0,Home,Employed,15,Good,0.5532410142759769,220031.0,0.0,,0,Low
37,Male,High School,Married,,667.0,10684.0,Auto,Unemployed,14,Poor,0.1510619782042357,123886.0,3.0,1.0,2,Low
49,Non-binary,Master's,Widowed,59809.0,678.0,,Business,Unemployed,17,Poor,0.3173352829820556,,4.0,,0,Low
28,Male,PhD,Divorced,116988.0,734.0,43899.0,Business,Employed,8,Poor,0.5706512363077372,91128.0,2.0,1.0,2,Medium
24,Non-binary,High School,Single,66815.0,,15357.0,Personal,Self-employed,3,Excellent,0.4747915133261987,151326.0,3.0,4.0,1,Low
68,Male,PhD,Single,61091.0,,,Auto,Self-employed,7,Poor,0.2794632481507322,196621.0,,1.0,0,Low
42,Female,High School,Widowed,29297.0,799.0,17569.0,Auto,Unemployed,12,Fair,0.5161523826857257,292320.0,,0.0,0,Low
56,Non-binary,Bachelor's,Widowed,64389.0,,36937.0,Auto,Self-employed,13,Poor,0.5048378711958192,110042.0,4.0,1.0,0,Medium
43,Non-binary,PhD,Single,85377.0,,33959.0,Business,Employed,18,Good,0.4264887920192826,259214.0,3.0,3.0,2,Medium
43,Non-binary,Bachelor's,Divorced,65638.0,748.0,25289.0,Home,Unemployed,18,Fair,0.2302802470789446,161358.0,0.0,2.0,2,Low
35,Female,Master's,Divorced,46730.0,,5073.0,Personal,Self-employed,1,Good,0.2784265262275555,,4.0,1.0,1,Medium
27,Male,Bachelor's,Married,82580.0,772.0,21881.0,Auto,Unemployed,5,Good,0.3042663662609967,287630.0,3.0,1.0,1,Low
36,Non-binary,PhD,Single,20637.0,759.0,26092.0,Auto,Self-employed,19,Excellent,0.2296201687174509,47219.0,1.0,3.0,1,Low
46,Female,Master's,Married,,682.0,30744.0,Business,Employed,17,Fair,0.2148998389176608,85654.0,1.0,1.0,1,Low
42,Non-binary,PhD,Divorced,,711.0,45728.0,Business,Self-employed,0,Poor,0.4756220989691019,150491.0,2.0,4.0,1,Low
29,Male,Bachelor's,Divorced,60352.0,760.0,31085.0,Business,Unemployed,6,Good,0.2786660605286704,287856.0,3.0,2.0,1,Low
30,Non-binary,Bachelor's,Married,95997.0,652.0,,Auto,Employed,15,Excellent,0.1653499395027181,161797.0,0.0,3.0,1,Medium
62,Male,Bachelor's,Single,55674.0,,19749.0,Auto,Self-employed,2,Fair,0.4166731347409218,208810.0,2.0,3.0,0,Low
38,Non-binary,Bachelor's,Single,,668.0,40040.0,Personal,Unemployed,1,Poor,0.5270797222854477,139043.0,1.0,,1,Medium
56,Male,Master's,Single,71188.0,612.0,47944.0,Business,Self-employed,7,Fair,0.2151368475643447,268893.0,1.0,1.0,2,Medium
65,Female,High School,Single,40096.0,655.0,17685.0,Business,Self-employed,8,Fair,0.4317692229001151,103969.0,3.0,,0,Low
31,Male,High School,Divorced,97347.0,679.0,38001.0,Auto,Self-employed,15,Fair,0.4430854918890283,,4.0,4.0,2,Low
58,Female,PhD,Divorced,35032.0,656.0,16322.0,Business,Employed,10,Fair,0.5844071016790335,,2.0,4.0,1,Low
39,Non-binary,PhD,Divorced,,605.0,23542.0,Business,Unemployed,15,Excellent,0.5745705870975848,132266.0,,1.0,2,Medium
38,Male,Master's,Married,101223.0,796.0,46034.0,Auto,Employed,11,Excellent,0.1406986667895226,287869.0,2.0,0.0,1,Low
52,Female,Master's,Married,,760.0,33014.0,Business,Self-employed,5,Good,0.5891182047248977,267891.0,3.0,4.0,0,Low
19,Female,High School,Single,23107.0,658.0,,Personal,Self-employed,10,Excellent,0.513215511378935,112918.0,1.0,1.0,1,Low
37,Male,Master's,Single,,721.0,42246.0,Home,Employed,0,Good,0.4081039289851292,173439.0,0.0,3.0,0,High
40,Female,Master's,Widowed,24137.0,761.0,12293.0,Auto,Employed,1,Excellent,0.5284118894937081,145117.0,,0.0,1,High
35,Male,PhD,Divorced,,733.0,8266.0,Auto,Unemployed,8,Poor,0.1409616148836978,100635.0,4.0,0.0,0,Low
57,Male,Master's,Single,65693.0,633.0,39477.0,Business,Unemployed,18,Fair,0.3513034263529798,173207.0,3.0,2.0,1,Low
43,Non-binary,PhD,Widowed,80521.0,762.0,20098.0,Auto,Employed,5,Poor,0.5497028309881674,285998.0,4.0,4.0,0,Low
68,Female,Bachelor's,Divorced,105971.0,646.0,8755.0,Personal,Employed,10,Excellent,0.182616107834053,38606.0,4.0,2.0,2,Low
69,Male,High School,Married,50412.0,,,Personal,Unemployed,18,Poor,0.4956545060312834,276502.0,0.0,4.0,0,Low
54,Male,Bachelor's,Single,45775.0,714.0,23272.0,Personal,Unemployed,6,Poor,0.1564703824514907,249080.0,4.0,3.0,2,Medium
39,Non-binary,Master's,Married,,678.0,37558.0,Auto,Self-employed,8,Good,0.38851242836482,111064.0,4.0,,2,Low
51,Male,Master's,Married,28261.0,713.0,16544.0,Auto,Self-employed,12,Poor,0.2265154759399847,186556.0,3.0,1.0,1,Low
32,Male,Master's,Married,48428.0,745.0,39520.0,Auto,Unemployed,5,Fair,0.3555854993689167,248853.0,4.0,2.0,1,Medium
59,Non-binary,PhD,Divorced,,772.0,43199.0,Business,Employed,8,Fair,0.1201677918434216,27566.0,1.0,,0,Low
25,Female,Master's,Widowed,69365.0,,41212.0,Home,Unemployed,3,Fair,0.5460687418860001,,,4.0,1,High
44,Male,High School,Married,49312.0,739.0,,Personal,Self-employed,11,Fair,0.2969373307218097,102541.0,0.0,4.0,0,Low
20,Male,PhD,Single,,674.0,28998.0,Business,Employed,13,Poor,0.526922548291986,46992.0,1.0,4.0,0,Low
62,Male,High School,Widowed,105687.0,619.0,9596.0,Business,Unemployed,5,Fair,0.4295001612044491,,3.0,,2,Low
40,Non-binary,PhD,Single,,794.0,38216.0,Home,Unemployed,14,Excellent,0.5819887627199682,81308.0,4.0,1.0,2,Low
52,Female,High School,Widowed,51510.0,679.0,11614.0,Auto,Self-employed,6,Excellent,0.1149760536818321,177580.0,1.0,2.0,1,Low
35,Non-binary,Bachelor's,Single,37332.0,700.0,31615.0,Auto,Employed,6,Excellent,0.1842180127408789,49230.0,1.0,4.0,1,Low
66,Female,High School,Divorced,72879.0,765.0,,Personal,Unemployed,3,Excellent,0.2007272868920568,202871.0,0.0,,2,Low
69,Male,High School,Married,117201.0,623.0,36458.0,Auto,Self-employed,9,Fair,0.4288764954410171,269765.0,2.0,,1,Low
66,Female,High School,Single,35791.0,671.0,14704.0,Auto,Employed,8,Excellent,0.5374690346300126,94796.0,3.0,0.0,1,Low
26,Male,High School,Single,52476.0,772.0,29108.0,Business,Employed,17,Fair,0.3404827538415018,29651.0,2.0,4.0,0,Medium
46,Male,Bachelor's,Single,43226.0,646.0,45316.0,Personal,Unemployed,14,Excellent,0.5098019391309069,,1.0,4.0,1,High
61,Male,High School,Married,38477.0,,35353.0,Auto,Self-employed,18,Good,0.4641467440575165,231964.0,1.0,2.0,0,Low
50,Female,Master's,Married,68555.0,751.0,43883.0,Auto,Self-employed,16,Good,0.5242740396388064,266658.0,2.0,4.0,2,Medium
54,Non-binary,Bachelor's,Divorced,108612.0,624.0,37599.0,Personal,Self-employed,17,Fair,0.1761474740782135,87558.0,,2.0,0,Medium
40,Female,Master's,Married,,,32374.0,Home,Unemployed,18,Excellent,0.2807620383914696,155263.0,3.0,3.0,0,Low
61,Female,PhD,Divorced,54082.0,716.0,24840.0,Home,Employed,14,Poor,0.1109999351114648,144753.0,0.0,,0,Low
64,Male,Master's,Single,69028.0,763.0,20768.0,Home,Self-employed,7,Excellent,0.300409174567106,65727.0,3.0,0.0,0,Low
54,Female,High School,Married,104565.0,661.0,,Business,Self-employed,5,Good,0.511513931498952,,,4.0,0,Medium
41,Non-binary,PhD,Widowed,31809.0,689.0,45593.0,Home,Self-employed,11,Fair,0.3337772265703669,132862.0,2.0,,0,Medium
51,Male,Bachelor's,Widowed,26733.0,731.0,29490.0,Auto,Employed,7,Fair,0.2002613054566156,134961.0,0.0,3.0,1,Medium
51,Male,PhD,Widowed,90207.0,663.0,9180.0,Auto,Self-employed,17,Fair,0.1852739504542453,175627.0,1.0,2.0,0,Low
28,Non-binary,Master's,Married,47280.0,785.0,28949.0,Auto,Self-employed,15,Poor,0.2729718141371348,,4.0,4.0,2,Low
33,Female,Master's,Single,21643.0,615.0,,Home,Self-employed,6,Good,0.2513403746860516,81705.0,4.0,1.0,2,Low
45,Male,Bachelor's,Married,28348.0,,,Home,Self-employed,13,Poor,0.3030896057005756,229732.0,2.0,0.0,2,Medium
64,Male,Bachelor's,Single,77954.0,753.0,48951.0,Auto,Employed,12,Fair,0.4627510901058324,213636.0,2.0,2.0,0,Low
33,Female,High School,Divorced,,,12956.0,Business,Employed,3,Excellent,0.5041483263718461,75564.0,2.0,0.0,1,Low
59,Non-binary,Bachelor's,Divorced,,787.0,42146.0,Home,Self-employed,5,Good,0.2651086105222123,177974.0,1.0,1.0,1,Low
40,Female,Bachelor's,Widowed,106388.0,737.0,9556.0,Auto,Self-employed,18,Excellent,0.5559970756725245,210330.0,1.0,1.0,0,Low
34,Female,High School,Single,116755.0,761.0,,Auto,Employed,5,Poor,0.1343395364539238,56977.0,2.0,2.0,2,Medium
27,Male,PhD,Divorced,66350.0,,9110.0,Home,Self-employed,1,Excellent,0.4088966020359108,244773.0,3.0,2.0,1,Low
58,Non-binary,High School,Single,109934.0,793.0,32385.0,Personal,Self-employed,8,Good,0.1703297787404788,144707.0,3.0,3.0,0,Low
44,Male,Master's,Divorced,,663.0,,Personal,Unemployed,2,Excellent,0.1711602206267363,168370.0,1.0,0.0,2,Low
36,Non-binary,High School,Single,84264.0,692.0,5412.0,Business,Employed,2,Good,0.1301881080929902,278140.0,3.0,1.0,0,Low
67,Male,Bachelor's,Single,22093.0,696.0,12166.0,Home,Employed,13,Fair,0.2114511546833763,26942.0,1.0,3.0,2,Low
53,Female,High School,Widowed,43148.0,654.0,,Home,Self-employed,15,Fair,0.2363734128906103,96792.0,2.0,2.0,0,Medium
34,Male,PhD,Widowed,93694.0,711.0,30914.0,Business,Employed,18,Poor,0.5271504904861821,111321.0,2.0,1.0,1,Medium
58,Male,High School,Married,101863.0,,,Auto,Employed,5,Good,0.5784804331796465,,1.0,3.0,1,Medium
64,Non-binary,Master's,Single,107688.0,782.0,40832.0,Personal,Unemployed,18,Poor,0.3991914859660349,288326.0,1.0,4.0,0,Low
56,Female,PhD,Widowed,,647.0,23376.0,Home,Employed,16,Excellent,0.3675340751312271,27542.0,3.0,0.0,2,Low
59,Male,Master's,Divorced,54880.0,637.0,18120.0,Home,Unemployed,10,Good,0.5601459519747995,222081.0,2.0,,1,Low
64,Male,High School,Single,114478.0,694.0,28118.0,Auto,Unemployed,3,Poor,0.4945899071433283,245761.0,,,0,Low
56,Non-binary,High School,Divorced,94990.0,777.0,11772.0,Home,Unemployed,3,Excellent,0.5443671780574092,39947.0,0.0,,2,Low
35,Non-binary,Master's,Married,70460.0,750.0,28696.0,Home,Unemployed,1,Poor,0.5363190780063748,95241.0,2.0,0.0,0,Low
41,Male,High School,Married,49533.0,,,Home,Unemployed,4,Good,0.4958216682672575,137463.0,1.0,2.0,0,Low
51,Male,Master's,Divorced,89498.0,637.0,36076.0,Business,Employed,18,Excellent,0.2322207345019432,232406.0,4.0,0.0,2,Medium
51,Non-binary,Bachelor's,Single,93965.0,661.0,,Business,Employed,19,Good,0.4820761863992583,245002.0,4.0,3.0,0,High
30,Female,PhD,Divorced,,646.0,,Auto,Employed,3,Excellent,0.551100862706655,108863.0,4.0,2.0,1,Low
25,Non-binary,High School,Married,74664.0,667.0,35671.0,Auto,Employed,19,Fair,0.3286590458237983,184005.0,1.0,2.0,1,High
61,Male,Bachelor's,Divorced,83090.0,689.0,,Home,Self-employed,4,Excellent,0.3900730083256831,178288.0,4.0,4.0,1,Low
65,Non-binary,Master's,Divorced,,724.0,,Home,Unemployed,2,Good,0.1651835065861891,284061.0,1.0,2.0,1,Low
18,Female,High School,Married,88617.0,700.0,,Personal,Employed,8,Good,0.5396678623996357,210042.0,0.0,4.0,0,Low
37,Female,High School,Widowed,51979.0,,,Home,Employed,2,Fair,0.2715813091659731,197984.0,,4.0,0,High
43,Female,Master's,Divorced,115129.0,700.0,,Home,Employed,4,Fair,0.3842549289061071,,,2.0,2,Medium
31,Female,High School,Divorced,54798.0,729.0,20372.0,Home,Employed,10,Fair,0.3512536185038695,168363.0,,4.0,1,Medium
31,Female,Master's,Single,77477.0,752.0,44489.0,Home,Employed,6,Excellent,0.5096020433165865,62924.0,1.0,0.0,1,Medium
46,Male,Master's,Married,82002.0,789.0,31194.0,Auto,Unemployed,16,Excellent,0.2219525454945795,214030.0,1.0,3.0,2,Low
42,Male,Bachelor's,Widowed,47273.0,718.0,21149.0,Personal,Employed,11,Fair,0.498021166707332,131804.0,3.0,,2,Low
18,Male,PhD,Divorced,25717.0,721.0,24109.0,Auto,Self-employed,12,Fair,0.5330616649303428,229996.0,2.0,0.0,2,Low
28,Male,High School,Married,,701.0,37637.0,Business,Self-employed,5,Excellent,0.2450983305933974,,0.0,3.0,1,Low
42,Non-binary,High School,Divorced,36285.0,701.0,,Home,Employed,18,Poor,0.5523887495453733,287878.0,0.0,2.0,0,Low
35,Male,High School,Widowed,103275.0,,35534.0,Auto,Unemployed,7,Fair,0.4914892834491623,51068.0,3.0,2.0,2,Medium
65,Male,PhD,Married,38839.0,625.0,,Personal,Self-employed,9,Poor,0.4110318154884003,255307.0,4.0,2.0,1,Low
36,Non-binary,High School,Single,38313.0,703.0,49628.0,Business,Employed,2,Excellent,0.5286087814159273,154234.0,2.0,2.0,2,Medium
52,Male,Master's,Single,42412.0,683.0,38946.0,Auto,Self-employed,8,Good,0.391507940745875,50202.0,1.0,,0,High
54,Female,Master's,Divorced,92053.0,724.0,44847.0,Business,Unemployed,19,Poor,0.4808939083077864,254938.0,0.0,4.0,2,High
21,Male,High School,Widowed,114535.0,682.0,13483.0,Business,Unemployed,11,Good,0.4702765015867078,27405.0,2.0,2.0,1,Medium
60,Female,High School,Married,80285.0,613.0,17764.0,Home,Employed,1,Excellent,0.2454594598500209,47265.0,4.0,,1,Low
20,Non-binary,Bachelor's,Married,25305.0,623.0,7367.0,Business,Unemployed,19,Poor,0.4803034862579077,,0.0,4.0,0,Low
18,Female,High School,Divorced,84875.0,626.0,44659.0,Personal,Self-employed,8,Excellent,0.4366882696089051,,,,1,Medium
60,Non-binary,Master's,Divorced,61730.0,700.0,,Personal,Unemployed,12,Good,0.2362662826576287,,4.0,0.0,1,Low
46,Male,Master's,Married,95730.0,792.0,,Auto,Unemployed,10,Fair,0.1330084080331302,70545.0,1.0,2.0,2,Medium
34,Non-binary,High School,Divorced,39689.0,676.0,,Business,Self-employed,1,Fair,0.1267796241728307,155868.0,3.0,0.0,1,Medium
32,Non-binary,PhD,Single,68737.0,,30977.0,Business,Employed,17,Excellent,0.122305743513858,247901.0,3.0,1.0,1,Low
51,Male,High School,Married,,,38923.0,Auto,Unemployed,6,Poor,0.1010344457171699,149690.0,4.0,0.0,0,Low
43,Female,Master's,Married,,692.0,28165.0,Home,Employed,1,Fair,0.4104992243543702,215561.0,2.0,1.0,2,Medium
55,Non-binary,Bachelor's,Single,93502.0,687.0,12530.0,Personal,Employed,14,Poor,0.4593258058619246,,3.0,0.0,2,Low
64,Male,PhD,Widowed,99455.0,741.0,16999.0,Home,Employed,19,Poor,0.5790999305821214,260021.0,4.0,1.0,1,Low
36,Male,Bachelor's,Married,,687.0,,Auto,Self-employed,8,Excellent,0.310946133860591,207144.0,2.0,,1,Low
40,Non-binary,Bachelor's,Widowed,23646.0,787.0,37122.0,Business,Self-employed,7,Excellent,0.1055545154753441,,0.0,3.0,0,Low
39,Female,PhD,Single,80955.0,,30989.0,Personal,Self-employed,3,Fair,0.1945213259629989,70088.0,,,2,Low
68,Female,Bachelor's,Widowed,62517.0,677.0,,Business,Self-employed,3,Fair,0.1414909904627311,230156.0,3.0,1.0,2,Low
58,Female,Bachelor's,Divorced,107893.0,602.0,34232.0,Business,Employed,15,Excellent,0.3236439792570996,164896.0,2.0,0.0,0,Low
52,Male,PhD,Single,49778.0,716.0,35780.0,Home,Self-employed,17,Excellent,0.2735385691757171,61364.0,,3.0,2,Low
37,Male,Master's,Divorced,35007.0,,16351.0,Home,Self-employed,16,Excellent,0.2911011650236611,103956.0,,1.0,2,Medium
29,Non-binary,Master's,Divorced,29457.0,724.0,25313.0,Business,Employed,8,Good,0.3634361163091014,288690.0,,0.0,1,Low
41,Non-binary,Master's,Married,22684.0,,42707.0,Auto,Unemployed,9,Excellent,0.3135816232727124,271379.0,3.0,1.0,2,High
19,Non-binary,Master's,Married,,792.0,6259.0,Business,Employed,17,Poor,0.5577515020006925,175532.0,,3.0,2,Medium
35,Male,Bachelor's,Divorced,107954.0,,33478.0,Home,Employed,1,Good,0.5163230658871185,267755.0,1.0,,2,Medium
60,Male,Master's,Divorced,67577.0,777.0,14056.0,Home,Self-employed,1,Excellent,0.5896097551136097,179631.0,0.0,1.0,0,Low
53,Non-binary,PhD,Divorced,,650.0,,Auto,Employed,10,Poor,0.3786325781889235,215411.0,3.0,1.0,1,Medium
24,Non-binary,Bachelor's,Divorced,49415.0,667.0,15558.0,Home,Self-employed,9,Fair,0.1734053508456939,,0.0,,2,High
54,Female,Bachelor's,Divorced,114727.0,682.0,33880.0,Auto,Employed,10,Excellent,0.1671464502861333,184867.0,,,2,Low
63,Male,Master's,Widowed,103762.0,794.0,29673.0,Personal,Unemployed,10,Poor,0.516821635561518,262721.0,1.0,,0,Medium
35,Female,PhD,Married,24595.0,641.0,47372.0,Business,Unemployed,10,Excellent,0.4984055644030435,162382.0,4.0,,2,Low
67,Female,Master's,Widowed,78975.0,648.0,35224.0,Home,Unemployed,16,Good,0.3958442115457709,21677.0,4.0,1.0,0,Medium
61,Male,Bachelor's,Widowed,89353.0,644.0,,Home,Unemployed,2,Fair,0.5373428375046075,44630.0,4.0,3.0,1,Low
42,Non-binary,PhD,Widowed,97975.0,654.0,8852.0,Home,Employed,7,Fair,0.5570554396879626,98753.0,1.0,1.0,2,Low
25,Non-binary,PhD,Single,37223.0,778.0,12986.0,Business,Employed,11,Poor,0.4665162376312278,270499.0,4.0,4.0,0,Low
50,Non-binary,Master's,Single,102901.0,628.0,,Auto,Self-employed,18,Excellent,0.3422064254820937,94396.0,2.0,,1,High
53,Non-binary,Bachelor's,Widowed,92126.0,788.0,33036.0,Business,Self-employed,8,Fair,0.565332388994197,124822.0,1.0,3.0,2,Low
47,Non-binary,High School,Divorced,25560.0,653.0,9140.0,Auto,Employed,6,Good,0.5838721285966497,220277.0,0.0,4.0,2,Medium
43,Male,High School,Single,101622.0,,6415.0,Auto,Self-employed,5,Fair,0.2454418696194823,135277.0,1.0,4.0,2,Medium
51,Male,Master's,Widowed,42068.0,788.0,,Personal,Unemployed,2,Good,0.1055841326494075,240075.0,3.0,1.0,2,Low
40,Female,High School,Married,43021.0,605.0,38052.0,Home,Employed,17,Fair,0.4070175073007109,42062.0,3.0,2.0,2,Low
42,Non-binary,Bachelor's,Widowed,50802.0,728.0,14713.0,Auto,Self-employed,11,Good,0.1469807622038069,178982.0,0.0,,0,Low
54,Male,High School,Single,66996.0,725.0,32328.0,Personal,Self-employed,13,Poor,0.38951717233972,89086.0,1.0,0.0,0,Low
21,Male,Master's,Single,82134.0,,,Personal,Employed,2,Poor,0.2344111378707979,,1.0,2.0,2,Medium
50,Non-binary,Bachelor's,Single,25177.0,702.0,12420.0,Business,Employed,10,Good,0.3408311757024732,,4.0,0.0,1,Low
29,Non-binary,Master's,Divorced,39351.0,787.0,,Business,Employed,3,Good,0.4338620642181036,78679.0,2.0,2.0,2,High
31,Female,High School,Widowed,111450.0,723.0,26871.0,Personal,Employed,6,Fair,0.2604623465122607,153835.0,0.0,3.0,1,Medium
37,Male,Master's,Single,,790.0,22666.0,Personal,Employed,0,Poor,0.4488747269604585,35550.0,,2.0,2,Low
